Date,Max W Temp (C),Min W Temp (C),Avg W Temp (C)
7/12/2017,25.695,19.77,22.80088194
7/13/2017,25.939,18.723,22.40001389
7/14/2017,25.914,18.2,22.19276389
7/15/2017,24.944,18.319,22.09284028
7/16/2017,25.963,18.889,22.41261806
7/17/2017,26.744,19.341,22.9533125
7/18/2017,25.38,19.793,22.62611111
7/19/2017,25.671,20.46,22.86457639
7/20/2017,25.647,19.888,22.73347222
7/21/2017,25.987,18.818,22.42854167
7/22/2017,25.404,19.484,22.53329167
7/23/2017,24.315,18.438,21.4966875
7/24/2017,24.605,19.294,21.8854375
7/25/2017,22.345,19.508,20.37004861
7/26/2017,24.944,18.129,21.0505625
7/27/2017,26.451,18.771,22.35689583
7/28/2017,24.944,19.318,22.23630556
7/29/2017,24.944,18.961,21.86250694
7/30/2017,25.065,18.58,21.50040278
7/31/2017,25.283,18.842,22.03684028
8/1/2017,23.713,18.057,21.1596875
8/2/2017,24.823,17.867,21.14191667
8/3/2017,25.768,18.485,21.65640972
8/4/2017,22.896,19.984,22.15190972
