Date,Max W Temp (C),Min W Temp (C),Avg W Temp (C)
9/8/2015,23.256,15.7,19.46778472
9/9/2015,22.8,15.318,19.05806944
9/10/2015,22.321,14.481,18.43614583
9/11/2015,22.513,13.762,18.11447917
9/12/2015,21.819,14.002,17.98663889
9/13/2015,21.223,14.553,17.92665278
9/14/2015,20.889,5.102,16.66325694
9/15/2015,17.51,14.768,16.46777778
9/16/2015,19.793,16.32,17.35914583
9/17/2015,21.485,14.242,17.14735417
9/18/2015,21.056,12.823,16.47454861
9/19/2015,20.865,12.509,16.276375
9/20/2015,21.223,12.509,16.37819444
9/21/2015,20.317,12.606,16.21621528
9/22/2015,21.413,13.473,16.98222917
9/23/2015,22.705,14.96,18.33877778
9/24/2015,21.891,14.218,17.66136111
9/25/2015,21.676,13.233,16.98322222
9/26/2015,20.317,13.738,16.77638889
9/27/2015,21.39,13.57,17.09331944
9/28/2015,21.795,14.625,17.87525
9/29/2015,21.795,14.673,17.90901389
9/30/2015,21.103,14.697,17.59433333
10/1/2015,20.269,14.194,16.97357639
10/2/2015,19.77,14.266,16.60375
10/3/2015,19.032,12.582,15.33182639
10/4/2015,18.152,12.871,15.29516667
10/5/2015,18.271,14.337,15.82738194
10/6/2015,15.199,13.112,14.07826389
10/7/2015,18.794,11.71,14.64452083
10/8/2015,19.722,12.678,15.60534722
10/9/2015,20.031,13.088,16.06163889
10/10/2015,20.269,13.04,16.14748611
10/11/2015,20.031,13.353,16.18890972
10/12/2015,19.294,12.025,15.23340972
10/13/2015,18.509,11.005,14.3399375
10/14/2015,18.961,11.953,14.91942361
10/15/2015,18.485,11.807,14.69272222
10/16/2015,17.32,12.025,14.59080556
10/17/2015,18.152,14.816,16.18295139
10/18/2015,16.963,9.731,14.66876389
10/19/2015,14.625,10.516,12.55986806
10/20/2015,15.27,12.098,13.30346528
10/21/2015,15.652,11.953,13.18209722
10/22/2015,16.392,12.05,13.63104861
10/23/2015,16.463,10.638,12.95786111
10/24/2015,16.082,9.534,12.2251875
10/25/2015,14.888,10.051,12.28050694
10/26/2015,16.582,11.589,13.513875
10/27/2015,14.601,9.756,11.92930556
10/28/2015,14.242,9.386,11.63620833
10/29/2015,13.642,11.832,12.50919444
10/30/2015,14.122,9.657,11.45579861
10/31/2015,14.864,9.139,11.33363194
11/1/2015,14.96,9.188,11.4815625
11/2/2015,14.266,8.891,11.10336111
11/3/2015,12.606,10.394,11.22550694
11/4/2015,11.346,8.593,9.396451389
11/5/2015,10.443,6.94,8.438326389
11/6/2015,11.175,5.719,7.8038125
11/7/2015,10.81,5.36,7.4915625
11/8/2015,11.516,5.77,7.896798611
11/9/2015,11.175,6.788,8.397708333
11/10/2015,9.064,6.788,8.224
11/11/2015,10.051,5.437,7.003784722
11/12/2015,9.78,4.454,6.505375
11/13/2015,9.682,4.818,6.693395833
11/14/2015,8.27,6.357,7.084819444
11/15/2015,7.895,6.889,7.4074375
11/16/2015,7.895,7.293,7.618597222
11/17/2015,7.293,5.847,6.567638889
11/18/2015,7.77,6.535,7.055229167
11/19/2015,8.22,6.839,7.468395833
11/20/2015,8.693,7.469,7.982111111
11/21/2015,8.469,6.331,7.441708333
11/22/2015,7.494,5.282,6.487923611
11/23/2015,7.268,5.642,6.491368056
11/24/2015,7.544,6.23,6.877006944
11/25/2015,7.318,6.737,7.014402778
11/26/2015,7.192,5.949,6.452208333
11/27/2015,6.712,5.514,6.067986111
11/28/2015,6.077,4.688,5.370805556
11/29/2015,5.308,3.854,4.575715278
11/30/2015,5.282,3.301,4.108298611
12/1/2015,5.668,3.433,4.420048611
12/2/2015,6.026,3.433,4.639055556
12/3/2015,6.331,3.775,5.011638889
12/4/2015,6.788,4.063,5.2943125
12/5/2015,6.737,3.906,5.217631944
12/6/2015,7.645,4.168,5.53825
12/7/2015,6.712,4.115,5.284256944
12/8/2015,7.393,5.154,6.050631944
12/9/2015,7.795,5.821,6.652131944
12/10/2015,7.72,5.642,6.565520833
12/11/2015,7.995,6.051,6.777729167
12/12/2015,7.091,4.61,5.650715278
12/13/2015,6.23,3.168,4.592222222
12/14/2015,5.642,2.983,4.642708333
12/15/2015,5.821,3.406,4.217194444
12/16/2015,4.454,1.317,2.899965278
12/17/2015,4.766,1.561,2.982319444
12/18/2015,5.975,2.316,3.765951389
12/19/2015,6.585,3.274,4.500944444
12/20/2015,5.488,4.246,4.845041667
12/21/2015,6.56,5.024,5.6909375
12/22/2015,6.051,5.745,5.865840278
12/23/2015,6.94,4.636,6.168715278
12/24/2015,5.437,2.823,4.071347222
12/25/2015,4.61,2.77,3.945291667
12/26/2015,4.011,0.907,2.200444444
12/27/2015,3.985,0.135,1.686583333
12/28/2015,5.257,1.425,2.866125
12/29/2015,4.766,1.317,2.651618056
12/30/2015,4.61,1.099,2.688125
12/31/2015,4.921,1.643,2.915097222
1/1/2016,4.688,0.687,2.3363125
1/2/2016,6.585,2.664,4.2640625
1/3/2016,6.153,3.485,4.7013125
1/4/2016,5.847,4.947,5.316256944
1/5/2016,7.268,5.231,5.5608125
1/6/2016,6.153,4.714,5.342854167
1/7/2016,5.437,2.262,3.796430556
1/8/2016,5.411,3.142,4.134555556
1/9/2016,5.205,1.262,3.112479167
1/10/2016,6.382,2.744,4.097458333
1/11/2016,4.792,0.687,2.744361111
1/12/2016,5.437,1.235,2.919444444
1/13/2016,5.179,1.153,3.024034722
1/14/2016,5.975,2.182,3.694868056
1/15/2016,6.102,3.301,4.091493056
1/16/2016,6.026,2.343,3.981618056
1/17/2016,6.94,2.69,4.415666667
1/18/2016,6.153,3.221,4.522597222
1/19/2016,6.712,3.696,5.097583333
1/20/2016,8.469,5.024,6.328631944
1/21/2016,6.788,2.477,4.416138889
1/22/2016,7.192,2.93,4.653909722
1/23/2016,6.382,3.512,4.8390625
1/24/2016,8.444,4.869,6.219784722
1/25/2016,7.066,2.637,4.516847222
1/26/2016,6.408,1.697,3.832659722
1/27/2016,6.687,2.047,4.029722222
1/28/2016,7.945,3.459,5.107111111
1/29/2016,7.87,3.801,5.395826389
1/30/2016,8.419,4.636,6.254777778
1/31/2016,7.015,5.514,6.342361111
2/1/2016,5.514,3.036,4.159243056
2/2/2016,5.308,1.425,2.956819444
2/3/2016,4.688,0.66,2.400458333
2/4/2016,6.458,1.724,3.552
2/5/2016,6.94,2.664,4.206555556
2/6/2016,7.293,2.584,4.378770833
2/7/2016,7.92,3.38,5.029173611
2/8/2016,8.22,3.512,5.321798611
2/9/2016,8.394,3.643,5.546888889
2/10/2016,8.519,3.906,5.733013889
2/11/2016,8.866,3.749,5.770465278
2/12/2016,8.941,4.037,6.015180556
2/13/2016,8.643,4.194,6.070548611
2/14/2016,8.643,4.089,6.063013889
2/15/2016,9.632,4.973,6.812215278
2/16/2016,10.026,5.179,7.106548611
2/17/2016,9.632,5.334,7.164034722
2/18/2016,7.995,5.514,6.829368056
2/19/2016,9.706,4.246,6.266152778
2/20/2016,9.731,4.921,6.805854167
2/21/2016,10.051,5.334,7.225166667
2/22/2016,9.632,5.488,7.185145833
2/23/2016,8.941,4.921,6.622125
2/24/2016,9.089,4.324,6.350694444
2/25/2016,9.805,4.636,6.790159722
2/26/2016,10.418,5.257,7.367583333
2/27/2016,10.834,5.821,7.814159722
2/28/2016,10.638,6.128,8.026590278
2/29/2016,12.413,6.509,8.670597222
3/1/2016,11.321,5.975,8.074909722
3/2/2016,12.727,6.23,8.626138889
3/3/2016,11.37,6.204,8.306027778
3/4/2016,13.04,6.458,8.979680556
3/5/2016,11.127,6.585,8.588611111
3/6/2016,10.173,5.591,8.567548611
3/7/2016,8.618,4.584,6.217701389
3/8/2016,10.663,5.616,7.456833333
3/9/2016,11.734,6.026,8.2293125
3/10/2016,13.137,6.535,9.051798611
3/11/2016,10.785,7.293,8.876729167
3/12/2016,9.657,7.845,8.596965278
3/13/2016,12.243,6.712,8.789916667
3/14/2016,12.992,7.995,9.8238125
3/15/2016,12.219,7.142,9.1704375
3/16/2016,12.606,6.433,8.732493056
3/17/2016,13.04,5.949,8.716041667
3/18/2016,13.016,6.712,9.035729167
3/19/2016,12.775,6.687,9.004243056
3/20/2016,13.401,7.343,9.584520833
3/21/2016,11.346,7.845,9.231777778
3/22/2016,9.682,6.839,8.466659722
3/23/2016,11.977,5.514,7.823013889
3/24/2016,11.88,5.77,7.985645833
3/25/2016,12.606,6.509,8.748416667
3/26/2016,12.606,7.015,8.895041667
3/27/2016,12.171,6.179,8.627590278
3/28/2016,8.916,6.864,7.951763889
3/29/2016,7.72,4.895,5.800722222
3/30/2016,9.188,5.154,6.827423611
3/31/2016,12.171,5.36,7.971465278
4/1/2016,12.413,6.458,8.810826389
4/2/2016,12.799,7.091,9.362284722
4/3/2016,14.242,7.695,10.05668056
4/4/2016,12.437,8.17,9.742319444
4/5/2016,14.337,7.695,9.996034722
4/6/2016,13.185,7.217,9.653770833
4/7/2016,12.509,8.045,9.956361111
4/8/2016,10.296,8.891,9.683583333
4/9/2016,9.682,8.245,8.950708333
4/10/2016,11.127,7.745,9.0038125
4/11/2016,13.016,8.369,10.09661111
4/12/2016,13.257,8.494,10.39292361
4/13/2016,12.437,8.841,10.46877083
4/14/2016,13.209,9.04,10.62995139
4/15/2016,10.638,7.066,9.150340278
4/16/2016,12.292,5.847,8.131715278
4/17/2016,14.05,7.494,9.606944444
4/18/2016,14.026,7.77,9.881277778
4/19/2016,14.745,8.145,10.47728472
4/20/2016,15.342,8.965,11.26143056
4/21/2016,14.409,9.139,11.382625
4/22/2016,14.505,8.965,11.38504167
4/23/2016,12.654,9.238,10.78689583
4/24/2016,13.305,8.494,10.34464583
4/25/2016,10.467,6.99,9.328979167
4/26/2016,12.461,6.636,8.713548611
4/27/2016,11.005,8.841,9.76725
4/28/2016,12.025,8.22,9.430798611
4/29/2016,12.437,8.444,9.848854167
4/30/2016,11.346,8.841,9.861854167
5/1/2016,11.759,7.82,9.363215278
5/2/2016,12.558,9.188,10.48593056
5/3/2016,15.247,8.668,11.22173611
5/4/2016,16.249,10.467,12.71078472
5/5/2016,14.649,11.321,12.77901389
5/6/2016,14.481,10.712,12.31579167
5/7/2016,11.467,9.509,10.57405556
5/8/2016,11.637,9.213,10.06042361
5/9/2016,15.629,10.075,12.19139583
5/10/2016,14.026,11.053,12.42148611
5/11/2016,15.461,10.418,12.37997222
5/12/2016,15.819,10.222,12.64389583
5/13/2016,16.796,11.029,13.43716667
5/14/2016,17.13,12.147,14.22889583
5/15/2016,16.892,13.618,14.84717361
5/16/2016,14.17,11.419,12.935125
5/17/2016,13.93,10.565,11.84336111
5/18/2016,13.93,10.736,11.94984722
5/19/2016,16.272,11.419,13.435125
5/20/2016,15.772,12.871,14.06973611
5/21/2016,16.939,12.147,13.85401389
5/22/2016,16.701,10.614,12.92106944
5/23/2016,17.344,10.124,12.93891667
5/24/2016,14.601,10.883,12.32501389
5/25/2016,17.391,10.001,12.96605556
5/26/2016,13.642,11.37,12.56495139
5/27/2016,16.368,10.492,12.905875
5/28/2016,18.58,10.907,14.03200694
5/29/2016,20.436,12.799,15.88234028
5/30/2016,15.151,13.064,14.26325
5/31/2016,20.65,11.516,15.20771528
6/1/2016,21.437,12.92,16.39719444
6/2/2016,21.963,12.485,16.51509722
6/3/2016,22.776,13.329,17.37905556
6/4/2016,23.978,14.385,18.46516667
6/5/2016,24.532,14.912,19.04413889
6/6/2016,23.641,14.457,18.65220833
6/7/2016,23.641,14.074,18.52928472
6/8/2016,24.412,15.843,19.43252778
6/9/2016,24.195,15.915,19.53186806
6/10/2016,23.785,15.103,19.5139375
6/11/2016,21.819,17.415,19.60552083
6/12/2016,24.702,15.867,19.27397222
6/13/2016,23.905,14.745,18.51949306
6/14/2016,22.896,14.098,18.09131944
6/15/2016,22.681,14.768,18.18552083
6/16/2016,,,
6/17/2016,,,
6/18/2016,,,
6/19/2016,,,
6/20/2016,,,
6/21/2016,,,
6/22/2016,,,
6/23/2016,,,
6/24/2016,,,
6/25/2016,,,
6/26/2016,,,
6/27/2016,26.207,18.866,22.71300694
6/28/2016,24.895,19.127,22.28781944
6/29/2016,25.453,18.533,21.77126389
6/30/2016,23.424,18.723,21.23820833
7/1/2016,23.833,18.889,20.92481944
7/2/2016,25.598,17.915,21.24476389
7/3/2016,24.677,17.701,21.20695833
7/4/2016,25.258,16.844,20.89570833
7/5/2016,24.847,16.225,20.49099306
7/6/2016,23.881,15.557,19.82205556
7/7/2016,24.532,15.843,20.12414583
7/8/2016,24.074,15.509,19.92550694
7/9/2016,23.593,15.915,19.85216667
7/10/2016,23.521,15.915,19.67455556
7/11/2016,23.881,15.724,19.83446528
7/12/2016,24.002,14.84,19.56466667
7/13/2016,24.315,14.984,19.79727083
7/14/2016,24.388,15.008,19.89097917
7/15/2016,24.726,15.7,20.38349306
7/16/2016,23.713,15.7,20.08364583
7/17/2016,23.04,16.153,19.92373611
7/18/2016,23.064,18.176,20.52927778
7/19/2016,25.089,18.105,21.37614583
7/20/2016,26.207,18.152,22.20076389
7/21/2016,26.598,18.675,22.89913194
7/22/2016,26.744,18.628,22.83615972
7/23/2016,26.304,18.39,22.54443056
7/24/2016,26.231,17.629,22.10616667
7/25/2016,26.182,18.557,22.63708333
7/26/2016,26.061,19.056,22.87895833
7/27/2016,26.524,18.485,22.6255
7/28/2016,25.04,18.033,21.87590278
7/29/2016,24.605,18.129,21.47725694
7/30/2016,26.207,18.675,22.33077083
7/31/2016,27.014,19.579,23.04027083
8/1/2016,26.989,19.579,22.51844444
8/2/2016,24.968,18.794,21.34042361
8/3/2016,24.532,17.938,20.80359028
8/4/2016,25.331,18.533,21.07536806
8/5/2016,25.016,18.604,21.38316667
8/6/2016,25.939,18.699,21.95634028
8/7/2016,24.171,19.341,21.63444444
8/8/2016,24.823,17.463,20.98390278
8/9/2016,23.785,16.606,20.07078472
8/10/2016,20.77,13.714,18.12836806
8/11/2016,25.55,16.725,20.34090972
8/12/2016,25.38,15.819,20.20638194
8/13/2016,24.847,15.294,19.81190972
8/14/2016,24.75,15.055,19.71213889
8/15/2016,23.881,15.342,19.50892361
8/16/2016,25.21,16.272,20.48649306
8/17/2016,24.46,16.582,20.52818056
8/18/2016,23.256,16.534,19.78515278
8/19/2016,24.291,16.392,19.9328125
8/20/2016,24.146,15.581,19.51693056
8/21/2016,23.112,15.533,19.12746528
8/22/2016,22.824,17.153,19.84075
8/23/2016,23.761,17.272,19.98200694
8/24/2016,23.737,16.01,19.69986111
8/25/2016,21.748,15.366,18.58765972
8/26/2016,22.106,15.414,18.56074306
8/27/2016,19.603,16.511,18.00239583
8/28/2016,24.002,15.27,19.0250625
8/29/2016,23.4,15.079,18.784875
8/30/2016,24.267,15.247,19.33316667
8/31/2016,23.809,15.055,19.23102778
9/1/2016,20.436,16.773,18.55082639
9/2/2016,22.8,16.654,19.35345833
9/3/2016,21.032,16.677,18.91279861
9/4/2016,21.748,16.01,18.51916667
9/5/2016,21.628,13.064,17.05901389
9/6/2016,21.437,12.63,16.77311806
9/7/2016,20.341,12.171,16.2568125
9/8/2016,21.891,13.57,17.51276389
9/9/2016,22.058,14.242,17.93822917
9/10/2016,21.963,13.57,17.60115972
9/11/2016,21.724,14.122,17.71359722
9/12/2016,20.317,13.016,16.65589583
9/13/2016,18.39,14.146,16.22886806
9/14/2016,19.603,13.281,16.01622222
9/15/2016,19.27,11.053,14.93395833
9/16/2016,19.532,11.589,15.29185417
9/17/2016,19.722,11.783,15.54040278
9/18/2016,19.888,11.54,15.44627778
9/19/2016,19.27,11.127,15.25467361
9/20/2016,17.058,13.57,15.29517361
9/21/2016,17.439,15.867,16.51902083
9/22/2016,18.438,14.146,16.75396528
9/23/2016,16.082,12.05,13.84809028
9/24/2016,17.938,11.151,13.96138194
9/25/2016,18.247,11.005,14.19952083
9/26/2016,19.008,11.321,14.76507639
9/27/2016,18.961,11.734,15.06380556
9/28/2016,17.534,12.968,15.1120625
9/29/2016,18.224,14.457,16.16224306
9/30/2016,20.293,14.673,16.94853472
10/1/2016,20.246,14.05,16.76322222
10/2/2016,18.652,14.505,16.34188194
10/3/2016,15.438,10.663,12.61138889
10/4/2016,15.031,8.444,11.5640625
10/5/2016,15.27,8.792,11.7970625
10/6/2016,15.127,8.965,11.81513194
10/7/2016,15.485,8.444,11.65177083
10/8/2016,15.7,9.188,12.23096528
10/9/2016,17.344,10.638,13.63090278
10/10/2016,17.296,11.346,14.05808333
10/11/2016,17.843,12.219,14.73003472
10/12/2016,16.177,10.712,13.38438194
10/13/2016,16.582,10.712,13.49281944
10/14/2016,15.676,10.492,12.96915972
10/15/2016,16.487,10.761,13.40336806
10/16/2016,16.868,12.074,14.0118125
10/17/2016,17.344,11.977,14.08630556
10/18/2016,16.32,11.248,13.6286875
10/19/2016,14.864,10.001,12.31844444
10/20/2016,14.29,8.27,11.13157639
10/21/2016,14.553,7.845,10.91177083
10/22/2016,15.127,9.064,11.7905625
10/23/2016,14.649,9.287,11.83219444
10/24/2016,13.786,10.614,12.26782639
10/25/2016,17.486,13.04,14.36906944
10/26/2016,16.487,10.834,13.34427778
10/27/2016,16.225,12.025,13.94208333
10/28/2016,14.96,12.437,13.77429861
10/29/2016,17.32,13.666,15.12678472
10/30/2016,15.557,13.882,14.65670139
10/31/2016,17.653,13.425,14.92891667
11/1/2016,14.05,11.175,12.54106944
11/2/2016,14.074,9.114,11.27627083
11/3/2016,13.906,8.767,11.10796528
11/4/2016,14.409,10.443,12.23165972
11/5/2016,15.366,11.175,12.86259028
11/6/2016,14.242,9.78,11.71875694
11/7/2016,13.81,8.866,11.00257639
11/8/2016,13.882,9.114,11.01178472
11/9/2016,13.449,8.593,10.59036111
11/10/2016,13.04,8.27,10.21797222
11/11/2016,12.775,8.07,9.943875
11/12/2016,11.2,7.167,9.049354167
11/13/2016,12.098,7.695,9.558104167
11/14/2016,11.88,7.066,9.048208333
11/15/2016,11.759,6.889,8.950395833
11/16/2016,10.858,7.67,9.030847222
11/17/2016,9.509,5.693,7.754451389
11/18/2016,7.845,3.591,5.484111111
11/19/2016,8.891,4.089,6.136881944
11/20/2016,9.928,6.357,7.958895833
11/21/2016,9.015,7.393,8.376083333
11/22/2016,10.516,7.519,8.600048611
11/23/2016,9.731,5.949,7.437694444
11/24/2016,8.519,5.128,6.435673611
11/25/2016,7.945,3.696,5.480944444
11/26/2016,8.319,3.906,5.816993056
11/27/2016,6.965,5.308,6.222520833
11/28/2016,5.847,4.662,5.4403125
11/29/2016,6.94,3.485,4.785458333
11/30/2016,5.745,1.994,3.838381944
12/1/2016,5.821,2.262,4.016208333
12/2/2016,7.268,3.354,4.815020833
12/3/2016,5.872,2.289,3.810506944
12/4/2016,6.484,2.503,4.238138889
12/5/2016,7.015,3.063,4.839
12/6/2016,7.343,3.958,5.284333333
12/7/2016,6.153,3.195,4.424263889
12/8/2016,6.585,2.53,4.295125
12/9/2016,7.795,4.324,5.875986111
12/10/2016,7.77,5.462,6.43
12/11/2016,10.124,7.343,8.230152778
12/12/2016,9.015,6.281,7.375743056
12/13/2016,8.767,5.282,6.9536875
12/14/2016,9.336,6.051,7.4871875
12/15/2016,9.312,6.889,8.035465278
12/16/2016,9.064,5.36,7.455013889
12/17/2016,5.385,2.903,4.340763889
12/18/2016,4.272,1.805,2.878138889
12/19/2016,4.454,1.643,3.070333333
12/20/2016,5.872,2.903,4.160673611
12/21/2016,6.687,4.037,5.116527778
12/22/2016,7.645,6.179,6.807041667
12/23/2016,7.167,5.77,6.527534722
12/24/2016,6.788,2.37,4.992673611
12/25/2016,4.324,0.577,2.347236111
12/26/2016,3.854,1.153,2.7835
12/27/2016,4.35,1.126,2.592409722
12/28/2016,5.872,2.664,3.962451389
12/29/2016,6.331,2.93,4.381569444
12/30/2016,6.255,3.036,4.505597222
12/31/2016,6.611,5.462,5.972430556
1/1/2017,7.795,5.565,6.423756944
1/2/2017,6.889,5.77,6.362618056
1/3/2017,7.745,5.745,6.559916667
1/4/2017,7.293,5.514,6.376486111
1/5/2017,7.142,3.195,5.432368056
1/6/2017,4.454,1.126,2.482958333
1/7/2017,5.282,1.561,3.147944444
1/8/2017,6.965,5.308,6.03275
1/9/2017,6.179,4.168,5.337395833
1/10/2017,6.788,4.324,5.413930556
1/11/2017,6.864,5.539,6.143277778
1/12/2017,6.509,5.565,6.145506944
1/13/2017,7.519,5.128,5.909479167
1/14/2017,8.891,5.616,6.806888889
1/15/2017,8.593,6.509,7.229777778
1/16/2017,7.995,5.334,6.361451389
1/17/2017,7.318,3.801,5.294166667
1/18/2017,7.066,3.063,5.030208333
1/19/2017,5.872,4.063,5.429298611
1/20/2017,5.205,3.749,4.466152778
1/21/2017,5.308,3.406,4.074972222
1/22/2017,4.844,3.722,4.209715278
1/23/2017,4.636,3.564,4.146944444
1/24/2017,6.484,3.643,4.752701389
1/25/2017,4.428,1.099,3.009729167
1/26/2017,4.324,0.522,2.401409722
1/27/2017,4.766,1.099,2.698527778
1/28/2017,5.796,1.534,3.303604167
1/29/2017,6.965,2.155,4.336673611
1/30/2017,7.67,2.877,4.730298611
1/31/2017,7.77,2.744,4.668305556
2/1/2017,7.745,2.61,4.724
2/2/2017,8.12,3.906,5.641375
2/3/2017,8.767,4.194,6.025
2/4/2017,9.805,5.539,6.829381944
2/5/2017,8.394,4.402,6.084777778
2/6/2017,6.636,5.102,5.909444444
2/7/2017,7.192,6.204,6.606319444
2/8/2017,10.516,6.408,7.692173611
2/9/2017,10.418,5.719,7.562673611
2/10/2017,8.195,6.204,7.250104167
2/11/2017,7.895,2.316,5.224861111
2/12/2017,6.839,3.564,5.234006944
2/13/2017,9.089,5.205,6.538027778
2/14/2017,8.742,4.792,6.146097222
2/15/2017,9.213,4.376,6.108861111
2/16/2017,9.336,4.324,6.303277778
2/17/2017,7.041,6.153,6.522159722
2/18/2017,7.343,6.153,6.693479167
2/19/2017,7.066,6.382,6.69975
2/20/2017,7.645,6.636,7.092243056
2/21/2017,10.418,7.419,8.387069444
2/22/2017,11.102,6.965,8.405708333
2/23/2017,6.889,4.272,5.677472222
2/24/2017,7.343,3.089,4.660368056
2/25/2017,7.217,1.561,4.051638889
2/26/2017,8.319,2.477,4.860805556
2/27/2017,5.975,4.74,5.418680556
2/28/2017,8.941,5.539,6.765347222
3/1/2017,9.534,3.089,5.844375
3/2/2017,10.198,2.983,6.223118056
3/3/2017,10.956,3.459,6.745215278
3/4/2017,11.394,4.973,7.6889375
3/5/2017,9.682,6.611,7.682319444
3/6/2017,9.657,4.402,6.514409722
3/7/2017,10.271,2.797,6.098895833
3/8/2017,12.171,4.454,7.770944444
3/9/2017,11.88,5.565,8.2094375
3/10/2017,11.734,6.102,8.430444444
3/11/2017,12.437,6.99,9.102291667
3/12/2017,12.292,6.914,8.809083333
3/13/2017,11.904,6.737,8.430673611
3/14/2017,11.589,6.763,8.299569444
3/15/2017,9.657,6.281,7.670236111
3/16/2017,10.687,6.23,7.922083333
3/17/2017,10.59,6.204,7.981701389
3/18/2017,9.952,6.102,7.843875
3/19/2017,9.262,5.821,7.611993056
3/20/2017,9.608,6.331,7.9289375
3/21/2017,9.238,6.331,7.910902778
3/22/2017,9.238,6.408,7.4675625
3/23/2017,8.095,5.745,6.527416667
3/24/2017,9.485,4.999,6.551493056
3/25/2017,7.645,6.255,6.732777778
3/26/2017,9.558,5.565,7.018381944
3/27/2017,10.834,7.142,8.255736111
3/28/2017,11.686,6.509,8.214756944
3/29/2017,11.71,6.255,8.040326389
3/30/2017,9.287,7.116,7.984451389
3/31/2017,7.895,6.179,6.881881944
4/1/2017,11.686,6.179,8.086208333
4/2/2017,11.443,6.94,8.711618056
4/3/2017,9.756,6,7.608381944
4/4/2017,9.04,4.818,6.295027778
4/5/2017,10.834,5.334,7.338138889
4/6/2017,10.663,6.255,8.220236111
4/7/2017,9.731,7.619,8.716243056
4/8/2017,10.1,7.242,8.326291667
4/9/2017,9.238,5.462,7.204972222
4/10/2017,9.608,5.024,7.04675
4/11/2017,8.593,5.437,7.188159722
4/12/2017,10.761,6.382,8.415736111
4/13/2017,10.59,6.357,8.732868056
4/14/2017,10.32,6.153,8.250090278
4/15/2017,10.001,6.051,8.248166667
4/16/2017,10.173,6.204,8.407458333
4/17/2017,10.516,6.737,8.816791667
4/18/2017,11.662,7.444,9.604104167
4/19/2017,11.394,7.494,9.387666667
4/20/2017,10.834,6.737,8.943479167
4/21/2017,10.614,7.066,8.942493056
4/22/2017,11.005,6.585,8.924805556
4/23/2017,11.321,7.945,9.791430556
4/24/2017,11.321,8.02,9.185444444
4/25/2017,10.369,8.245,9.217256944
4/26/2017,10.614,6.382,8.556729167
4/27/2017,11.686,9.04,10.16204167
4/28/2017,9.903,7.066,8.435680556
4/29/2017,10.761,6.153,7.937944444
4/30/2017,11.734,7.041,9.028527778
5/1/2017,13.281,8.419,10.50953472
5/2/2017,14.05,9.46,11.53763889
5/3/2017,14.17,9.879,11.96144444
5/4/2017,14.649,9.977,12.23063889
5/5/2017,15.461,11.102,13.18190972
5/6/2017,14.002,12.122,13.06781944
5/7/2017,13.161,10.736,11.8286875
5/8/2017,14.96,10.467,12.13581944
5/9/2017,12.34,10.614,11.51783333
5/10/2017,11.102,9.46,10.22527083
5/11/2017,15.366,10.956,12.70595139
5/12/2017,15.366,12.268,13.76645833
5/13/2017,16.082,12.485,13.88345139
5/14/2017,14.721,10.124,12.14075
5/15/2017,13.401,10.565,11.804875
5/16/2017,14.673,9.583,11.48854861
5/17/2017,11.029,9.089,10.60954861
5/18/2017,10.687,7.393,8.6194375
5/19/2017,14.337,7.519,10.14163194
5/20/2017,16.249,10.026,12.33436111
5/21/2017,16.415,11.321,13.30290278
5/22/2017,17.558,12.074,14.2355625
5/23/2017,19.199,12.219,15.01569444
5/24/2017,20.055,12.847,15.70288889
5/25/2017,19.603,13.978,16.07492361
5/26/2017,19.532,13.473,15.88880556
5/27/2017,19.841,12.944,15.67756944
5/28/2017,20.46,12.292,15.78008333
5/29/2017,21.008,12.751,16.24188889
5/30/2017,20.507,13.497,16.47588889
5/31/2017,19.888,13.185,16.38295139
6/1/2017,20.126,14.337,16.8348125
6/2/2017,21.652,13.305,17.01913194
6/3/2017,22.92,13.954,17.89738889
6/4/2017,22.992,14.457,18.33609722
6/5/2017,22.992,14.792,18.58671528
6/6/2017,23.136,14.745,18.6018125
6/7/2017,23.256,15.008,18.81782639
6/8/2017,20.055,14.218,17.28136806
6/9/2017,21.867,14.385,17.70904167
6/10/2017,22.513,14.888,18.17228472
6/11/2017,21.748,15.438,18.22238194
6/12/2017,19.555,13.522,16.45152778
6/13/2017,20.317,11.516,15.65397917
6/14/2017,21.891,12.413,16.79961806
6/15/2017,22.753,13.088,17.74939583
6/16/2017,23.352,13.762,18.39767361
6/17/2017,24.098,14.912,19.39626389
6/18/2017,25.768,16.725,20.96053472
6/19/2017,26.085,17.082,21.49534028
6/20/2017,25.695,17.891,21.86754861
6/21/2017,25.501,17.082,21.33395833
6/22/2017,25.113,16.558,20.94025
6/23/2017,25.38,17.272,21.21813194
6/24/2017,25.065,16.63,20.79125
6/25/2017,22.824,16.582,19.73886806
6/26/2017,23.978,15.986,19.94784722
6/27/2017,23.713,14.84,19.38525
6/28/2017,23.376,15.27,19.51894444
6/29/2017,23.641,15.031,19.498875
6/30/2017,24.074,15.366,19.893
7/1/2017,24.605,15.39,20.105625
7/2/2017,23.905,16.225,20.35700694
7/3/2017,23.954,15.27,19.87061806
7/4/2017,24.581,15.629,20.24365278
7/5/2017,24.895,15.581,20.4019375
7/6/2017,25.623,16.249,21.01188194
7/7/2017,23.521,18.152,21.38595139
7/8/2017,24.75,17.677,21.41409722
7/9/2017,26.085,18.937,22.51441667
7/10/2017,24.412,20.079,22.2275
7/11/2017,25.525,19.532,22.52050694
